Date,Open,High,Low,Close,Adj Close,Volume
1977-07-04,2.916667,2.947917,2.854167,2.885417,0.746769,1214400
1977-07-11,2.885417,2.885417,2.822917,2.822917,0.730593,1348800
1977-07-18,2.822917,2.916667,2.822917,2.875000,0.744073,1478400
1977-07-25,2.875000,2.906250,2.822917,2.854167,0.738681,1492800
1977-08-01,2.854167,2.885417,2.770833,2.802083,0.725202,1801200
1977-08-08,2.791667,2.833333,2.729167,2.781250,0.719810,1484400
1977-08-15,2.781250,2.822917,2.750000,2.802083,0.725202,1602000
1977-08-22,2.802083,2.885417,2.802083,2.864583,0.746971,1528800
1977-08-29,2.864583,2.916667,2.833333,2.916667,0.760553,1770000
1977-09-05,2.906250,2.916667,2.833333,2.833333,0.738822,888000
1977-09-12,2.822917,2.864583,2.822917,2.833333,0.738822,1191600
1977-09-19,2.833333,2.875000,2.791667,2.854167,0.744255,1400400
1977-09-26,2.854167,2.854167,2.802083,2.854167,0.744255,2496000
1977-10-03,2.854167,2.875000,2.822917,2.854167,0.744255,2403600
1977-10-10,2.854167,2.854167,2.750000,2.802083,0.730674,1806000
1977-10-17,2.802083,2.833333,2.760417,2.791667,0.727958,1747200
1977-10-24,2.791667,2.822917,2.770833,2.791667,0.727958,1929600
1977-10-31,2.791667,2.822917,2.739583,2.770833,0.722525,3375600
1977-11-07,2.770833,2.885417,2.739583,2.875000,0.749688,2834400
1977-11-14,2.875000,2.916667,2.864583,2.875000,0.749688,2622000
1977-11-21,2.875000,2.989583,2.864583,2.968750,0.780900,2545200
1977-11-28,2.968750,2.968750,2.885417,2.916667,0.767201,2298000
1977-12-05,2.916667,2.916667,2.791667,2.833333,0.745280,2560800
1977-12-12,2.833333,2.854167,2.802083,2.833333,0.745280,2391600
1977-12-19,2.833333,2.833333,2.750000,2.770833,0.728840,1821600
1977-12-26,2.781250,2.854167,2.770833,2.802083,0.737060,1647600
1978-01-02,2.822917,2.864583,2.739583,2.770833,0.728840,1562400
1978-01-09,2.750000,2.822917,2.687500,2.802083,0.737060,3362400
1978-01-16,2.802083,2.822917,2.718750,2.718750,0.715140,1362000
1978-01-23,2.718750,2.729167,2.666667,2.718750,0.715140,2386800
1978-01-30,2.718750,2.718750,2.625000,2.635417,0.693220,2755200
1978-02-06,2.635417,2.635417,2.520833,2.572917,0.676780,2005200
1978-02-13,2.572917,2.583333,2.500000,2.541667,0.668560,2149200
1978-02-20,2.520833,2.541667,2.479167,2.479167,0.658492,1618800
1978-02-27,2.479167,2.520833,2.447917,2.479167,0.658492,2149200
1978-03-06,2.479167,2.541667,2.447917,2.541667,0.675093,4137600
1978-03-13,2.541667,2.583333,2.510417,2.572917,0.683393,2917200
1978-03-20,2.572917,2.604167,2.531250,2.572917,0.683393,2028000
1978-03-27,2.552083,2.656250,2.520833,2.656250,0.705528,1656000
1978-04-03,2.635417,2.729167,2.625000,2.729167,0.724895,2173200
1978-04-10,2.729167,2.864583,2.718750,2.854167,0.758097,2784000
1978-04-17,2.854167,2.937500,2.750000,2.791667,0.741496,3024000
1978-04-24,2.791667,2.916667,2.770833,2.854167,0.758097,2877600
1978-05-01,2.864583,2.906250,2.802083,2.854167,0.758097,3553200
1978-05-08,2.854167,2.947917,2.833333,2.937500,0.780230,3102000
1978-05-15,2.937500,3.156250,2.937500,3.010417,0.799598,2780400
1978-05-22,3.010417,3.031250,2.916667,2.989583,0.794065,2362800
1978-05-29,2.989583,3.052083,2.979167,3.020833,0.809084,1645200
1978-06-05,3.031250,3.250000,3.031250,3.218750,0.862093,4342800
1978-06-12,3.218750,3.270833,3.083333,3.125000,0.836983,2560800
1978-06-19,3.125000,3.135417,2.968750,2.968750,0.795134,1728000
1978-06-26,2.968750,2.989583,2.791667,2.906250,0.778394,2293200
1978-07-03,2.906250,2.916667,2.864583,2.916667,0.781185,1216800
1978-07-10,2.916667,3.083333,2.916667,3.031250,0.811874,2798400
1978-07-17,3.041667,3.135417,2.958333,3.104167,0.831403,2428800
1978-07-24,3.104167,3.135417,2.979167,3.135417,0.839773,1488000
1978-07-31,3.135417,3.250000,3.072917,3.208333,0.859302,2242800
1978-08-07,3.208333,3.270833,3.135417,3.197917,0.856513,1898400
1978-08-14,3.197917,3.270833,3.135417,3.239583,0.867673,1534800
1978-08-21,3.218750,3.218750,3.083333,3.104167,0.831403,2257200
1978-08-28,3.104167,3.135417,3.010417,3.072917,0.829434,2244000
1978-09-04,3.072917,3.270833,3.052083,3.229167,0.871609,2091600
1978-09-11,3.229167,3.250000,3.072917,3.072917,0.829434,2244000
1978-09-18,3.072917,3.104167,2.885417,2.947917,0.795695,2013600
1978-09-25,2.947917,2.968750,2.791667,2.875000,0.776013,4240800
1978-10-02,2.875000,2.906250,2.770833,2.833333,0.764766,2112000
1978-10-09,2.854167,2.968750,2.854167,2.885417,0.778825,4456800
1978-10-16,2.885417,2.885417,2.802083,2.864583,0.773201,3016800
1978-10-23,2.864583,2.864583,2.791667,2.802083,0.756332,2161200
1978-10-30,2.802083,2.906250,2.708333,2.885417,0.778825,3231600
1978-11-06,2.885417,2.906250,2.760417,2.875000,0.776013,1497600
1978-11-13,2.875000,2.968750,2.854167,2.937500,0.792883,1644000
1978-11-20,2.937500,2.989583,2.875000,2.875000,0.784020,1137600
1978-11-27,2.875000,2.937500,2.791667,2.885417,0.786861,2052000
1978-12-04,2.885417,3.031250,2.875000,2.989583,0.815267,2709600
1978-12-11,2.989583,3.104167,2.916667,2.947917,0.803905,2863200
1978-12-18,2.916667,3.031250,2.864583,3.000000,0.818108,2742000
1978-12-25,3.000000,3.052083,2.958333,2.968750,0.809586,1209600
1979-01-01,2.958333,3.156250,2.885417,3.135417,0.855036,2265600
1979-01-08,3.135417,3.187500,3.072917,3.114583,0.849356,2157600
1979-01-15,3.125000,3.166667,3.083333,3.104167,0.846515,4171200
1979-01-22,3.104167,3.135417,3.041667,3.072917,0.837992,1698000
1979-01-29,3.072917,3.104167,2.979167,2.979167,0.812427,1917600
1979-02-05,2.947917,2.947917,2.833333,2.854167,0.778339,4426800
1979-02-12,2.854167,2.916667,2.833333,2.833333,0.772657,2211600
1979-02-19,2.833333,2.864583,2.760417,2.760417,0.760711,1746000
1979-02-26,2.760417,2.802083,2.708333,2.770833,0.763581,1833600
1979-03-05,2.770833,2.833333,2.750000,2.822917,0.777934,1694400
1979-03-12,2.802083,2.833333,2.770833,2.791667,0.769323,1924800
1979-03-19,2.791667,2.833333,2.770833,2.822917,0.777934,2614800
1979-03-26,2.822917,2.854167,2.770833,2.791667,0.769323,6730800
1979-04-02,2.791667,2.864583,2.750000,2.854167,0.786547,1761600
1979-04-09,2.854167,2.854167,2.729167,2.750000,0.757840,1188000
1979-04-16,2.750000,2.791667,2.718750,2.760417,0.760711,2410800
1979-04-23,2.760417,2.833333,2.760417,2.822917,0.777934,2152800
1979-04-30,2.822917,2.854167,2.802083,2.833333,0.780805,2000400
1979-05-07,2.833333,2.854167,2.802083,2.802083,0.772194,2601600
1979-05-14,2.802083,2.822917,2.760417,2.781250,0.766452,3124800
1979-05-21,2.781250,2.916667,2.781250,2.885417,0.795158,2829600
1979-05-28,2.885417,2.906250,2.833333,2.864583,0.798025,1285200
1979-06-04,2.854167,2.906250,2.833333,2.854167,0.795123,1851600
1979-06-11,2.854167,2.906250,2.791667,2.854167,0.795123,2223600
1979-06-18,2.854167,2.854167,2.760417,2.781250,0.774809,2350800
1979-06-25,2.781250,3.020833,2.781250,3.000000,0.835750,2502000
1979-07-02,3.000000,3.010417,2.833333,2.854167,0.795123,2698800
1979-07-09,2.864583,2.916667,2.854167,2.864583,0.798025,1278000
1979-07-16,2.864583,2.875000,2.708333,2.729167,0.760300,2875200
1979-07-23,2.729167,2.833333,2.687500,2.822917,0.786417,3057600
